X,Y,X10,Y10,X20,Y20,X30,Y30,X40,Y40,Result
0.1266241963787219,0.9618264769774407,0.13658891660417777,1.036798057359916,0.13554162677356968,1.0749094758456241,0.38564205519563416,1.2087365701701656,0.13015612724832112,1.0629254506072272,0
0.5736917389891345,0.0041905174523499955,0.6332713318693117,0.02970045422873321,0.6807410266625293,0.11635734266039122,0.8282705028568262,0.16537483016245216,0.6352100248979087,0.10528949108213644,0
0.9335249316083806,0.30142268108385795,1.0331272042281479,0.36289613916411395,1.0324463408720046,0.49371077316760015,0.9646931615639255,0.5719310281768006,0.9493979714580468,0.4611902813508425,1
0.04009602549550606,0.6199340485166107,0.04364667730930388,0.632252601596373,0.11233584742849267,0.7184869658329075,0.042359514135948205,0.7706350091688587,0.38154523440352395,0.8019781277738147,1
0.5443275092427712,0.9264818312776356,0.565619482625222,1.0156559982138755,0.7055075326459166,0.960691519644189,0.5867649814707403,0.9892003169988167,0.5748564341867258,0.987517360277657,1
0.05687844550357357,0.03352401570034025,0.1487744492254084,0.07726891516365411,0.05856653635837648,0.12882560257190112,0.05776837725110543,0.1328109828152034,0.42739129414642796,0.13462298933012667,0
0.25385968850197704,0.0027774395524696738,0.3297164728214961,0.08712948229935864,0.31094308715544816,0.0325933628940853,0.49478247388027335,0.15596995468289662,0.5754577149459781,0.10387641318225611,0
0.08389285446476125,0.8837312201071629,0.10954837548464995,0.9786389086631476,0.21925976042168857,0.9438664613035914,0.1751039772465312,1.0031777525725551,0.2417363124624588,0.9848301937369494,0
0.17750315903328973,0.06159484322595754,0.19829179624701643,0.06528032994709651,0.1943304442196045,0.20144112495224334,0.45667221276033226,0.1078076834755296,0.32191284336213133,0.16269381685574397,0
0.26806898668878854,0.711696809118342,0.31652924821493045,0.7662897248722259,0.37582194781860023,0.787250145345387,0.3806637219159474,0.9883059929750073,0.5157312508950012,0.9502045621340891,1
0.8458570608923862,0.01525995194201002,0.9411395896488784,0.08940869786584557,1.0261028422793859,0.049691854745083884,0.9957335522787395,0.08742978625604225,1.1679158292658955,0.11635892557179646,0
0.40712436844356625,0.031460198359725244,0.441998353061712,0.05182325433629635,0.5868941832392531,0.03718461695552548,0.4232277201289695,0.30658831256542873,0.5739463630778319,0.3118696037140574,1
